NO,NAME,IP,GENDER,DESCRIPTION,DATE,COMMENT
3597,wang荷漪,安徽,f,鳗鱼爱张根硕！爱蔡徐坤！（ikun）,Wed Sep 06 07:13:32,早安蔡徐坤！
3598,KUN1坤1KING1,福建,m,,Fri Sep 01 08:15:16,万灯成海，玫瑰成渊。@蔡徐坤
3599,KUN1坤1KING1,福建,m,,Fri Sep 01 08:15:14,就好像突然间，你在一个人，Ta的身上你能感受到自己，当你在看Ta的时候，可能你会看到你自己，就像是你的一面镜子。
3600,KUN1坤1KING1,福建,m,,Fri Sep 01 08:15:12,我将告别黄昏，挣脱藏身的黑暗，向你的光里坠落。@蔡徐坤
3601,KUN1坤1KING1,福建,m,,Fri Sep 01 08:15:09,何必顺应，不惧流言。@蔡徐坤
3602,KUN1坤1KING1,福建,m,,Fri Sep 01 08:15:07,“你这么完美，就是有一个缺点。”“什么缺点？”“缺点我”。
3603,KUN1坤1KING1,福建,m,,Fri Sep 01 08:15:05,夏天有着迟暮的霞光 正如晚来的你皆是笑意@蔡徐坤
3604,KUN1坤1KING1,福建,m,,Fri Sep 01 08:15:02,最珍贵的好像是时间，最近我觉得，时间好像在加速。
3605,KUN1坤1KING1,福建,m,,Fri Sep 01 08:15:00,他大概是光✨ 所到之处才会时时明亮如萤火。
3606,KUN1坤1KING1,福建,m,,Fri Sep 01 08:14:58,手上差点东西 可能是没戴我们的婚戒吧
3607,KUN1坤1KING1,福建,m,,Fri Sep 01 08:14:55,你是无意落入我生命的一束星芒，从此以后，所有的欣喜悲伤脆弱顽强都与你有关。@蔡徐坤
3608,KUN1坤1KING1,福建,m,,Fri Sep 01 08:14:53,未必是专业的人，你要知道，我们身边就是会有各种各样的人在观察你、跟你相处。
3609,KUN1坤1KING1,福建,m,,Fri Sep 01 08:14:51,万灯成海，玫瑰成渊。@蔡徐坤
3610,KUN1坤1KING1,福建,m,,Fri Sep 01 08:14:48,我不回头看，也不给过去打分。
3611,KUN1坤1KING1,福建,m,,Fri Sep 01 08:14:46,无限谢意，再次深深谢你。@蔡徐坤
3612,KUN1坤1KING1,福建,m,,Fri Sep 01 08:14:43,你好帥 为什么是繁体 因为你帅的不简单
3613,KUN1坤1KING1,福建,m,,Fri Sep 01 08:14:41,写歌和唱歌就像睡觉一定要穿最舒服的衣服，不一定要多贵多华丽，自己舒服就好。@蔡徐坤
3614,KUN1坤1KING1,福建,m,,Fri Sep 01 08:14:39,“所有那些温柔美好的事物都让我最先想到你。”@蔡徐坤
3615,KUN1坤1KING1,福建,m,,Fri Sep 01 08:14:36,未必是专业的人，你要知道，我们身边就是会有各种各样的人在观察你、跟你相处。
3616,KUN1坤1KING1,福建,m,,Fri Sep 01 08:14:34,你的容颜应该申请吉尼斯纪录
3617,KUN1坤1KING1,福建,m,,Fri Sep 01 08:14:31,如果我坚持做音乐，会不会有人愿意了解我，改变对我的看法，如果一年不行，十年会不会。@蔡徐坤
3618,KUN1坤1KING1,福建,m,,Fri Sep 01 08:14:29,从头发到脚都是完美的
3619,upupup媕娿说,湖南,f,删微博强迫症；男主无cp文无女主文爱好者；起点晋江什么都看。,Wed Aug 02 09:08:26,为什么就你的图没有显示出来hhh
3620,八月樂遊·蔡徐坤,上海,f,爱人如己,Wed Aug 02 00:30:50,坤坤大哥生日快乐！天天开心呀！给你看我的蛋糕[哇][哇][哇] http://t.cn/A60pnNb8
3621,八月樂遊·蔡徐坤,上海,f,爱人如己,Wed Aug 02 00:33:54,@蔡徐坤 要开心呀
3622,KUN_真儿,广东,f,已🔒勿扰  一位90姐姐粉，只专注蔡徐坤,Wed Aug 02 00:41:28,生日快乐@蔡徐坤
3623,衣领下的小猪咪,云南,f,,Wed Aug 02 00:38:48,握紧手里的话筒，我在舞台下等你。生日快乐！
3624,就叫我小i叭,天津,f,wuli小闪,Wed Aug 02 00:37:37,生日快乐小困[心]
3625,爱蔡蔡的小佳,山东,f,I d̶o̶n̶'̶t̶ miss you a̶n̶y̶m̶o̶r̶e̶ ​​,Wed Aug 02 00:38:18,太漂亮了
3626,暖夜未央s,山西,f,我的心里有夜，但我心里的白昼足够光亮。,Wed Aug 02 00:41:00,@蔡徐坤 坤，生日快乐[鲜花]！
3627,雲時有雨,重庆,f,此号jin言中,Wed Aug 02 00:49:16,@蔡徐坤 生日快乐[心][心][心]
3628,葵葵小迷虎,广东,f,未曾谋面的也终将会相遇,Wed Aug 02 00:50:08,生日快乐@蔡徐坤
3629,大奎_ker,云南,f,认真生活就已经很动人了。,Wed Aug 02 00:46:29,生日快乐[蛋糕][干杯]
3630,麻说你是个好宝宝,山东,m,精神洁癖严重患者,Wed Aug 02 01:53:30,蛋糕漂亮[偷乐]
3631,Luis_iiiK,浙江,f,"生如苔花,努力绽放   上大学",Wed Aug 02 00:57:09,生日快乐🎂坤
3632,乔昇-,四川,f,“玫瑰会凋零.但蓝玫瑰不会”,Wed Aug 02 01:52:20,生日快乐@蔡徐坤
3633,kx82-,广东,f,未曾谋面的也终将会相遇.,Wed Aug 02 00:47:59,生日快乐[爱你][蛋糕]
3634,Lillian恋坤,上海,f,,Wed Aug 02 00:42:20,生日快乐
3635,旧旧_Chmm,海南,f,我并非是个孤僻之人只不过沉默让我习惯了安静,Wed Aug 02 01:22:54,生日快乐[鲜花]@蔡徐坤
3636,穿渡星,宁夏,f,,Wed Aug 02 09:39:26,生日快乐[打call]
3637,琪崽超爱困,云南,f,kun&ikun,Wed Aug 02 01:02:19,生日快乐@蔡徐坤
3638,夜空的深情,贵州,f,希望你所有的困难都迎刃而解,Wed Aug 02 01:27:30,生日快乐唷[喵喵]
3639,冉妹卷蔡粽子,山东,f,别来视奸我。。。。闲的你真是,Wed Aug 02 01:20:14,生日快乐@蔡徐坤
3640,桃屁小坤,河北,f,爱迎万难,Wed Aug 02 01:18:50,宝宝生日快乐@蔡徐坤
3641,Cr-zs,重庆,f,爱人如己,Wed Aug 02 11:08:40,生日快乐🎂
3642,路過蜻蜓98,四川,m,,Wed Aug 02 18:34:35,好漂亮的蛋糕
3643,追着坤哥穿秋裤y,云南,f,未曾谋面的，也终将会相遇👭,Wed Aug 02 08:01:39,Happy birthday to you  又一年我们在一起，接下来也是岁岁年年[打call]@蔡徐坤 http://t.cn/A6007xI3
3644,短情诗0802,山东,f,有人会爱真实的你,Wed Aug 02 01:22:13,@蔡徐坤 坤哥25岁生日快乐🎂好好吃饭好好生活，期待下一次见面
3645,X-5151,广东,f,,Wed Aug 02 01:12:24,要开心呀乖宝@蔡徐坤
3646,路過蜻蜓98,四川,m,,Wed Aug 02 18:35:25,生日快乐🌹
3647,肥肥蔡蔡i,广东,f,勇敢🐮,Wed Aug 02 02:06:37,@蔡徐坤 这个蛋糕喜欢吗
3648,狐狸先生_Aurora,河南,f,爱人如己,Thu Aug 03 06:43:47,蓝玫瑰哦
3649,彩色妳妳,江苏,f,,Thu Aug 03 00:22:02,生日快乐[爱你]
3650,爱吃芹菜炒牛肉的小迷虎,广西,f,𝙯ᙆ,Wed Aug 02 11:31:41,你在 家在 我在❤️生日快乐@蔡徐坤
3651,爱吃芹菜炒牛肉的小迷虎,广西,f,𝙯ᙆ,Wed Aug 02 11:31:29,天天开心好好生活@蔡徐坤
3652,liaikk,山东,f,住校生不能及时回复请谅解💐,Wed Aug 02 10:51:43,好好看的蛋糕[抓狂][抓狂][抓狂]
3653,天有过之,吉林,m,爱你没完没了,Wed Aug 02 10:51:44,期待早日见面坤
3654,抬头微笑丷,重庆,f,,Mon Aug 07 09:25:05,期待我能早点看到蔡徐坤
3655,困困好好的就行,广西,f,苦逼大学生上学了😇,Wed Aug 02 00:42:42,我的愿望是你的愿望都会实现[抱一抱]生日快乐@蔡徐坤
3656,狐狸先生_Aurora,河南,f,爱人如己,Wed Aug 02 00:42:52,蓝玫瑰欸，漂亮漂亮
3657,小葵在哪a,浙江,f,小葵在哪  我就在哪,Wed Aug 02 01:04:02,生日快乐天天开心@蔡徐坤
3658,妙语花芥,辽宁,f,,Wed Aug 02 00:58:12,要开心快乐[鲜花][鲜花][鲜花]@蔡徐坤
3659,kkk8282,江苏,m,,Thu Aug 03 00:46:28,蓝玫瑰好美
3660,住院费好困,山东,f,重来一次 我要夺回属于IKUN的一切,Wed Aug 02 00:41:31,好漂亮的蛋糕[哇]
3661,kkk8282,江苏,m,,Thu Aug 03 00:46:46,一定一定照顾好自己
3662,吴蔡子,浙江,f,我会变好,Wed Aug 02 11:12:27,快乐快乐[心]
3663,kkk8282,江苏,m,,Thu Aug 03 01:26:08,好漂亮的蛋糕
3664,只想守护玫瑰,广西,f,愿望是你能拥有完整的演唱会,Wed Aug 02 00:36:27,好漂亮[抓狂]这个蓝玫瑰是直接放上去的吗[哆啦A梦花心]好逼真啊
3665,储蓄卡余额8200,江苏,f,,Wed Aug 02 23:52:47,一定要天天开心
3666,蓝色时刻c,江苏,f,你是命中注定,Wed Aug 02 20:54:37,生日快乐🎂小坤，我们爱你
3667,蓝色时刻ccc,江苏,f,你是命中注定,Wed Aug 02 16:55:27,生日快乐小坤🎂
3668,无法解开心锁的结,河南,f,,Wed Aug 02 00:41:18,好好看啊[舔屏]
3669,kkk8282,江苏,m,,Thu Aug 03 00:46:39,好想你啊
3670,a葵葵kk,广东,f,,Wed Aug 02 11:56:41,蛋糕很漂亮[鼓掌][鼓掌][鼓掌]
3671,小狗拽警,福建,f,,Wed Aug 02 21:24:16,宝贝生日快乐，好好看的蛋糕！
3672,Nay好困,湖北,f,,Wed Aug 02 09:58:06,蔡徐坤生日快乐
3673,妙语花芥,辽宁,f,,Wed Aug 02 00:50:06,生日快乐坤坤[心][心]
3674,T40w82,河南,f,,Wed Aug 02 00:49:20,@蔡徐坤 生日快乐
3675,kkk8282,江苏,m,,Thu Aug 03 00:46:35,宝贝要开心啊
3676,_uifen,广东,f,爱人如己,Wed Aug 02 00:42:31,蛋糕好美啊啊啊啊
3677,KUN070802,贵州,f,KUN 爱人如己,Wed Aug 02 00:42:01,@蔡徐坤 想你啦
3678,挣大钱的桃子精,美国,f,挣大钱去看KUN每一场演唱会🎉,Wed Aug 02 00:39:43,生日快乐 @蔡徐坤
3679,kkkkmmikk,山东,f,,Wed Aug 02 00:40:42,有蓝玫瑰的蛋糕 好精致啊
3680,KUN的海洋之心,湖北,f,逆风翻盘,Wed Aug 02 00:41:01,寿星吃什么样的蛋糕[舔屏][舔屏]@蔡徐坤
3681,困_cxkkkk,四川,f,,Wed Aug 02 00:39:38,蓝玫瑰好好看！！！
3682,和蔼的格格巫,广东,f,we are ☝,Fri Sep 08 07:25:17,你简直是人类颜值的标杆 即使戴上墨镜也是惊为天人的美貌 连风和阳光都会嫉妒吧 好像从清纯漫画走出来的男主角 这样的美貌简直是我的洗眼液
3683,和蔼的格格巫,广东,f,we are ☝,Fri Sep 08 07:25:09,手上差点东西 可能是没戴我们的婚戒吧
3684,和蔼的格格巫,广东,f,we are ☝,Fri Sep 08 07:25:06,你闻到什么味道了吗？怎么你一出来空气都是甜的了
3685,記涼惜,山西,f,遇见你  星河长明,Thu Aug 03 10:23:31,好漂亮
3686,无忧原生态,上海,m,,Wed Aug 02 23:59:47,[心]好看
3687,爱咋咋地啦啦啦5501,江苏,f,,Wed Aug 02 23:44:20,蓝玫瑰[爱你]
3688,D-August802,安徽,m,,Wed Aug 02 22:19:30,好漂亮
3689,zirou-梓柔,安徽,f,我不好相处的原因，是我没兴趣认识你。,Wed Aug 02 19:45:46,[打call][打call]
3690,KUN_YCBMGF,江苏,f,,Wed Aug 02 19:11:33,[哇][哇][哇]
3691,Collapsar_Kun,广西,f,tmd最烦造谣的人,Wed Aug 02 13:39:37,蓝玫瑰[鲜花]
3692,NO11HAO,福建,m,,Wed Aug 02 10:22:14,精心挑选一支花，翻山越岭也要送给你🌹生日快乐🌹生日快乐 @蔡徐坤[心]
3693,旺仔小葵花_kun,内蒙古,f,,Wed Aug 02 09:19:03,[抱抱][抱抱][抱抱]
3694,NO11HAO,福建,m,,Wed Aug 02 09:14:09,勇敢大胆的去闯吧，身后永远有人爱你。生日快乐🎂
3695,NO11HAO,福建,m,,Wed Aug 02 09:14:07,爱是勇敢者的游戏 我们都是勇敢者❤️生日快乐！
3696,NO11HAO,福建,m,,Wed Aug 02 09:12:37,你在的地方就是我奔赴的远方，期待下次相聚❤️生日快乐🎂
3697,KUN控_蒙蒙,广东,f,I play a long game.,Wed Aug 02 09:12:34,好看[蛋糕]
3698,NO11HAO,福建,m,,Wed Aug 02 09:12:32,爱是勇敢者的游戏 我们都是勇敢者❤️生日快乐！
3699,NO11HAO,福建,m,,Wed Aug 02 09:12:30,精心挑选一支花，翻山越岭也要送给你🌹生日快乐🌹
3700,NO11HAO,福建,m,,Wed Aug 02 09:12:27,我是你用爱浇灌的玫瑰呀 只为你盛放[鲜花]生日快乐平安喜乐，最朴实的辞藻，却囊括了对你的所有祝福❤️生日快乐
3701,NO11HAO,福建,m,,Wed Aug 02 09:12:25,你给我听着（抓住手腕）我爱你！（低沉）记住了！（咬后槽牙）生日快乐
3702,NO11HAO,福建,m,,Wed Aug 02 09:12:23,你曾指引着我奔去更好的方向，而我也会一直在你身后看你闪闪发光。[心]生日快乐
3703,NO11HAO,福建,m,,Wed Aug 02 09:12:18,我是你用爱浇灌的玫瑰呀 只为你盛放[鲜花]生日快乐
3704,NO11HAO,福建,m,,Wed Aug 02 09:12:16,你在 家在 我在❤️生日快乐
3705,NO11HAO,福建,m,,Wed Aug 02 09:12:13,你在的地方就是我奔赴的远方，期待下次相聚❤️生日快乐🎂
3706,NO11HAO,福建,m,,Wed Aug 02 09:12:11,生日快乐 @蔡徐坤
3707,NO11HAO,福建,m,,Wed Aug 02 09:12:08,精心挑选一支花，翻山越岭也要送给你🌹生日快乐🌹
3708,NO11HAO,福建,m,,Wed Aug 02 09:12:06,陪伴是最长情的告白 KUN&IKUN FOREVER💞生日快乐🎂
3709,NO11HAO,福建,m,,Wed Aug 02 09:12:03,勇敢大胆的去闯吧，身后永远有人爱你。生日快乐🎂
3710,NO11HAO,福建,m,,Wed Aug 02 09:12:01,我是你用爱浇灌的玫瑰呀 只为你盛放[鲜花]生日快乐
3711,NO11HAO,福建,m,,Wed Aug 02 09:11:58,喜欢听你的歌 做你一辈子的歌迷 生日快乐
3712,NO11HAO,福建,m,,Wed Aug 02 09:11:56,你在 家在 我在❤️生日快乐
3713,NO11HAO,福建,m,,Wed Aug 02 09:11:54,平安喜乐，最朴实的辞藻，却囊括了对你的所有祝福❤️生日快乐
3714,NO11HAO,福建,m,,Wed Aug 02 09:11:51,我的愿望是你的愿望都会实现[抱一抱]生日快乐
3715,NO11HAO,福建,m,,Wed Aug 02 09:11:49,"If you need me,I will be your side.生日快乐🎂"
3716,NO11HAO,福建,m,,Wed Aug 02 09:11:47,想叠千万个纸飞机飞到你怀里，每一个都写着我爱你❤️生日快乐🎂
3717,和蔼的格格巫,广东,f,we are ☝,Fri Sep 08 07:25:17,你简直是人类颜值的标杆 即使戴上墨镜也是惊为天人的美貌 连风和阳光都会嫉妒吧 好像从清纯漫画走出来的男主角 这样的美貌简直是我的洗眼液
3718,糖紙KJ,广东,f,雖然改名字但還是每天都在想蔡徐坤,Wed Aug 02 00:30:16,哥 生日快乐 要开心哦 一直在 http://t.cn/A60pnKdc
3719,狐狸先生_Aurora,河南,f,爱人如己,Wed Aug 02 00:34:01,生日快乐
3720,多爱蔡蔡一点叭,陕西,f,蔡徐坤,Wed Aug 02 00:40:20,蔡徐坤生日快乐🎂
3721,hdzcbahx08,河南,m,,Wed Aug 02 05:34:48,这个好看
3722,我可不想听,陕西,m,事儿太多，回归三次元一段时间。会一直支持他。,Wed Aug 02 10:22:22,愿你被爱意所包围，愿你身边明灯璀璨，愿你的世界星河长明，愿你所愿皆能如愿。生日快乐！
3723,Cr-zs,重庆,f,爱人如己,Wed Aug 02 11:08:46,生日快乐
3724,畅-销-款ik,海南,f,烧不死的鸟是凤凰,Thu Aug 03 07:32:33,开开心心
3725,雲時有雨,重庆,f,此号jin言中,Wed Aug 02 00:48:11,祝蔡徐坤25岁生日快乐[心]
3726,kx82-,广东,f,未曾谋面的也终将会相遇.,Wed Aug 02 00:51:12,生日快乐[爱你]
3727,翻我牌,广东,f,,Wed Aug 02 01:24:42,生日快乐！
3728,小敏xc,河南,f,Love your neighbor as yourself.,Wed Aug 02 00:33:25,生日快乐，我亲爱的徐坤，希望你25岁平平安安，健健康康，不被定义，我永远爱你加油！@蔡徐坤
3729,-我是许佳,陕西,f,他们不是什么不良少年，他们也能为国争光.,Wed Aug 02 00:38:50,生日快乐
3730,Imwait_ing,新疆,f,爱人如己.,Wed Aug 02 00:37:15,祝蔡徐坤25岁生日快乐[蛋糕][庆祝]
3731,kkk8282,江苏,m,,Thu Aug 03 00:47:09,看起来像是哥爱的芒果
3732,嘻嘻的小西西,河北,f,永远保持一颗勇敢的心！,Wed Aug 02 23:36:44,生日快乐[心]
3733,女贞路的1号猫头鹰,辽宁,f,修行,Wed Aug 02 13:26:54,Narcissism Kun生日快乐，自由如风，永远歌唱🎂🎂🎂🎈
3734,储蓄卡余额8200,江苏,f,,Wed Aug 02 23:52:57,生日快乐，一直在[心]
3735,w管你,湖南,f,来啦🍃,Wed Aug 02 18:08:55,一直开心下去[鼓掌]
3736,女贞路的1号猫头鹰,辽宁,f,修行,Wed Aug 02 13:26:32,Freaky25 @蔡徐坤 开心快乐，㊗️最勇敢强大的你未来光辉璀璨[好爱哦][好爱哦] up
3737,女贞路的1号猫头鹰,辽宁,f,修行,Wed Aug 02 13:25:56,希望与爱，从未离开[鲜花][鲜花][鲜花]你的未来光辉璀璨 up
3738,AAA支持墨2墨3墨4上自拍课,江西,f,我担骂很惨是命中注定,Wed Aug 02 01:52:59,@蔡徐坤
3739,X-5151,广东,f,,Wed Aug 02 01:12:13,一直在[鲜花]@蔡徐坤
3740,噜噜爱困嘎,海南,f,臭脸一女的,Fri Aug 04 07:43:25,生日快乐
3741,遨游白云家,广东,f,我爱你。,Wed Aug 02 01:16:59,好可爱的蛋糕🎂
3742,xie储蓄卡,广东,f,it's  you,Wed Aug 02 00:37:46,生日快乐[打call][打call]
3743,也许你会找到我,江苏,f,爱与猜忌不共生.,Wed Aug 02 00:54:27,生日快乐[打call]
3744,是小森林嘛,山东,f,无。,Wed Aug 02 00:51:37,蔡徐坤要开心哦[心]
3745,小葵在哪a,浙江,f,小葵在哪  我就在哪,Wed Aug 02 01:03:49,生日快乐[心]
3746,9_DOCTOR,甘肃,f,蔡徐坤 范丞丞 黄明昊 文俊辉,Wed Aug 02 00:44:17,生日快乐
3747,无法解开心锁的结,河南,f,,Wed Aug 02 00:41:07,好可爱啊坤哥生日快乐
3748,KUN1坤1KING1,福建,m,,Fri Sep 01 15:07:18,其实我们头上是同一片天空，地球不大，总会相遇。@蔡徐坤
3749,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:53,上帝在创造蔡徐坤的时候心情一定很好。@蔡徐坤
3750,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:51,打从站上这个舞台，我就没打算要下来。@蔡徐坤
3751,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:48,别人的心都在左边，我不一样我的在你那里。
3752,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:46,艺术让更多人有机会看到这个世界上不一样的东西，可能整个人对世界的看法能就此改观，也或许有了新的可能性
3753,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:44,哥哥 虽然我厨艺不好 但是会在你做饭的时候在旁边星星眼犯花痴喊加油诶
3754,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:41,这世上一切美好的事情，你的脸就占了99％！
3755,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:39,金色是我的应援色啊，很漂亮吧？
3756,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:37,“所有那些温柔美好的事物都让我最先想到你。”@蔡徐坤
3757,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:34,曾经我自诩半个诗人，见山是深情伟岸，见海是热情澎湃，云海江潮，虫鸣鸟啼都暗藏情愫。唯独见了你，山川沉默，海面静谧，云海不再翻涌，江潮不再澎湃，世界万籁俱寂，只剩下你。
3758,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:32,现在的我，越来越讲究一个叫作timing（时机）的东西
3759,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:29,你简直是人类美学的奇迹了，word天！
3760,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:27,用时间证明我对音乐的忠诚，你会等吗？
3761,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:25,你那么暖，一定偷走了很多人的春天。 @蔡徐坤
3762,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:22,迷宫中心的每一位玫瑰色的女孩，都愿你“Be my lover”，与KUN同在。@蔡徐坤
3763,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:20,这是一个不断地与自己握手，与自己和解的一个过程。
3764,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:18,饿的时候偷偷看你一眼，大概是你秀色可餐吧。@蔡徐坤
3765,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:16,你是夏天微凉的清风，你是冬天的一束暖阳。
3766,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:13,我希望作品一定有我的属性，因为它就是我的东西，这是一件好事情。
3767,KUN1坤1KING1,福建,m,,Fri Sep 01 15:05:19,不用见日月，你就是星辰
3768,KUN1坤1KING1,福建,m,,Fri Sep 01 15:05:17,脆弱的时候当然会有，但是不告诉你，也不是不能说，就是男生嘛，没有什么扛不得
3769,ONLYCAIXK,广东,f,“笑我疯，却都来模仿这路子”,Wed Aug 16 00:15:29,陪伴是最长情的告白 KUN&IKUN FOREVER💞
3770,ONLYCAIXK,广东,f,“笑我疯，却都来模仿这路子”,Wed Aug 16 00:15:13,[哇]
3771,西红柿先生是一个谜,湖北,f,故事的开头总是极具温柔。。。,Sat Aug 12 20:25:44,[赞][赞][赞][赞]
3772,葵花溪,上海,f,要善良要向上,Sat Aug 05 21:55:42,[心][心][心]
3773,ouoully,广东,f,否极泰来,Wed Aug 02 17:15:54,可爱[开学季][开学季]
3774,糖紙KJ,广东,f,雖然改名字但還是每天都在想蔡徐坤,Wed Aug 02 10:33:34,回复@白天黑夜努力:这个是丐版蛋糕[苦涩][抓狂]我定的蛋糕是今天下午的
3775,穿渡星,宁夏,f,,Wed Aug 02 09:39:33,[送花花][送花花]
3776,旺仔小葵花_kun,内蒙古,f,,Wed Aug 02 09:19:12,[蛋糕][蛋糕][蛋糕]
3777,坤坤之语,浙江,f,唯一的光——谢谢你❤️蔡徐坤【只要活着就一直在】,Wed Aug 02 05:44:49,蔡徐坤[鲜花]生日快乐🎂🎂🎂
3778,你今天蔡了吗,江西,f,遇上是缘,Wed Aug 02 01:26:20,我是你用爱浇灌的玫瑰呀 只为你盛放[鲜花]生日快乐
3779,你今天蔡了吗,江西,f,遇上是缘,Wed Aug 02 01:26:07,"If you need me,I will be your side.生日快乐🎂"
3780,你今天蔡了吗,江西,f,遇上是缘,Wed Aug 02 01:26:01,总有人山高路远，为你而来！𝐋𝐨𝐯𝐞 𝐧𝐞𝐯𝐞𝐫 𝐟𝐚𝐢𝐥𝐬.生日快乐🌹
3781,你今天蔡了吗,江西,f,遇上是缘,Wed Aug 02 01:25:56,“花在骄阳下盛开 我的爱永远为你而敞开。”生日快乐🎂
3782,你今天蔡了吗,江西,f,遇上是缘,Wed Aug 02 01:25:52,你在的地方就是我奔赴的远方，期待下次相聚❤️生日快乐🎂
3783,你今天蔡了吗,江西,f,遇上是缘,Wed Aug 02 01:25:48,陪伴是最长情的告白 KUN&IKUN FOREVER💞生日快乐🎂
3784,糖紙KJ,广东,f,雖然改名字但還是每天都在想蔡徐坤,Wed Aug 02 01:18:22,回复@遨游白云家:我插蜡烛的时候都怕蜡烛把蛋糕压塌了[抓狂]
3785,涐会伤心的啦,浙江,f,否极泰来,Wed Aug 02 01:05:28,一口炫[舔屏]
3786,Kun_xy,重庆,f,爱人如己,Wed Aug 02 00:39:55,生日快乐！！
3787,KUN1坤1KING1,福建,m,,Fri Sep 01 15:07:18,其实我们头上是同一片天空，地球不大，总会相遇。@蔡徐坤
3788,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:53,上帝在创造蔡徐坤的时候心情一定很好。@蔡徐坤
3789,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:51,打从站上这个舞台，我就没打算要下来。@蔡徐坤
3790,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:48,别人的心都在左边，我不一样我的在你那里。
3791,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:46,艺术让更多人有机会看到这个世界上不一样的东西，可能整个人对世界的看法能就此改观，也或许有了新的可能性
3792,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:44,哥哥 虽然我厨艺不好 但是会在你做饭的时候在旁边星星眼犯花痴喊加油诶
3793,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:41,这世上一切美好的事情，你的脸就占了99％！
3794,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:39,金色是我的应援色啊，很漂亮吧？
3795,KUN1坤1KING1,福建,m,,Fri Sep 01 15:06:37,“所有那些温柔美好的事物都让我最先想到你。”@蔡徐坤
3796,狐狸先生_Aurora,河南,f,爱人如己,Wed Aug 02 00:34:01,生日快乐
3797,多爱蔡蔡一点叭,陕西,f,蔡徐坤,Wed Aug 02 00:40:20,蔡徐坤生日快乐🎂
3798,hdzcbahx08,河南,m,,Wed Aug 02 05:34:48,这个好看
3799,我可不想听,陕西,m,事儿太多，回归三次元一段时间。会一直支持他。,Wed Aug 02 10:22:22,愿你被爱意所包围，愿你身边明灯璀璨，愿你的世界星河长明，愿你所愿皆能如愿。生日快乐！
3800,Cr-zs,重庆,f,爱人如己,Wed Aug 02 11:08:46,生日快乐
3801,畅-销-款ik,海南,f,烧不死的鸟是凤凰,Thu Aug 03 07:32:33,开开心心
3802,雲時有雨,重庆,f,此号jin言中,Wed Aug 02 00:48:11,祝蔡徐坤25岁生日快乐[心]
3803,kx82-,广东,f,未曾谋面的也终将会相遇.,Wed Aug 02 00:51:12,生日快乐[爱你]
3804,翻我牌,广东,f,,Wed Aug 02 01:24:42,生日快乐！
3805,小敏xc,河南,f,Love your neighbor as yourself.,Wed Aug 02 00:33:25,生日快乐，我亲爱的徐坤，希望你25岁平平安安，健健康康，不被定义，我永远爱你加油！@蔡徐坤
3806,-我是许佳,陕西,f,他们不是什么不良少年，他们也能为国争光.,Wed Aug 02 00:38:50,生日快乐
3807,Imwait_ing,新疆,f,爱人如己.,Wed Aug 02 00:37:15,祝蔡徐坤25岁生日快乐[蛋糕][庆祝]
3808,kkk8282,江苏,m,,Thu Aug 03 00:47:09,看起来像是哥爱的芒果
3809,嘻嘻的小西西,河北,f,永远保持一颗勇敢的心！,Wed Aug 02 23:36:44,生日快乐[心]
3810,女贞路的1号猫头鹰,辽宁,f,修行,Wed Aug 02 13:26:54,Narcissism Kun生日快乐，自由如风，永远歌唱🎂🎂🎂🎈
3811,储蓄卡余额8200,江苏,f,,Wed Aug 02 23:52:57,生日快乐，一直在[心]
3812,w管你,湖南,f,来啦🍃,Wed Aug 02 18:08:55,一直开心下去[鼓掌]
3813,女贞路的1号猫头鹰,辽宁,f,修行,Wed Aug 02 13:26:32,Freaky25 @蔡徐坤 开心快乐，㊗️最勇敢强大的你未来光辉璀璨[好爱哦][好爱哦] up
3814,女贞路的1号猫头鹰,辽宁,f,修行,Wed Aug 02 13:25:56,希望与爱，从未离开[鲜花][鲜花][鲜花]你的未来光辉璀璨 up
